User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
2682,59,Female,187,64,HIIT,49,804,134,9927,8.95,Medium,7.8,1.9,3960,75,38.4,28.5,Happy,Neutral
2683,50,Male,178,82,Running,113,155,152,5697,2.16,Low,5.0,1.9,2499,52,38.4,28.5,Neutral,Fatigued
2684,51,Female,162,107,Strength,106,401,155,10616,1.83,High,5.1,1.9,1715,81,38.4,28.5,Tired,Energized
2685,59,Other,159,104,Strength,55,897,150,19435,14.8,Low,7.7,1.9,3950,65,38.4,28.5,Neutral,Energized
2686,20,Other,185,89,Running,63,758,103,6726,11.68,High,6.4,1.9,3141,84,38.4,28.5,Neutral,Fatigued
2687,42,Male,195,68,Cycling,72,183,130,8286,6.28,Medium,9.0,1.9,2908,72,38.4,28.5,Tired,Fatigued
2688,28,Male,178,74,Strength,42,316,169,13559,9.84,Low,5.2,1.9,2476,63,38.4,28.5,Happy,Neutral
2689,19,Other,198,109,Running,53,323,162,1712,9.79,High,7.8,1.9,2689,67,38.4,28.5,Neutral,Energized
2690,52,Male,166,105,Running,93,111,111,12150,8.35,Medium,9.1,1.9,3887,86,38.4,28.5,Stressed,Fatigued
2691,37,Other,194,58,Cycling,41,632,124,15256,7.32,High,8.0,1.9,1658,75,38.4,28.5,Stressed,Energized
2692,21,Other,151,84,Cycling,114,502,143,12288,8.3,Medium,8.0,1.9,1665,68,38.4,28.5,Neutral,Energized
2693,46,Other,160,60,Cardio,96,204,153,9474,8.58,Low,7.7,1.9,1518,66,38.4,28.5,Tired,Neutral
2694,55,Male,168,59,Yoga,88,494,88,5806,10.96,Low,6.8,1.9,3104,72,38.4,28.5,Tired,Neutral
2695,25,Male,193,100,Running,104,489,173,16334,7.82,Low,5.7,1.9,1568,83,38.4,28.5,Happy,Fatigued
2696,39,Female,165,81,Running,117,963,173,6557,5.8,Low,6.0,1.9,2086,64,38.4,28.5,Tired,Energized
2697,27,Other,154,60,Running,50,549,114,15495,0.57,Low,7.2,1.9,3227,82,38.4,28.5,Happy,Energized
2698,46,Other,177,70,HIIT,82,909,92,8297,6.92,Medium,9.2,1.9,3958,79,38.4,28.5,Neutral,Neutral
2699,43,Other,191,82,Cycling,94,846,137,9832,5.63,Medium,8.6,1.9,3764,61,38.4,28.5,Tired,Fatigued
2700,41,Other,179,74,Cycling,54,963,112,8993,10.33,High,4.4,1.9,3284,88,38.4,28.5,Stressed,Energized
2701,37,Male,161,77,Running,65,851,148,9813,7.59,Low,8.7,1.9,2554,57,38.4,28.5,Happy,Fatigued
2702,45,Other,153,75,Cycling,56,185,172,4991,6.0,High,6.5,1.9,2901,77,38.4,28.5,Tired,Energized
2703,24,Other,169,113,Cardio,33,746,163,19963,4.29,High,7.4,1.9,2144,62,38.4,28.5,Tired,Neutral
2704,21,Male,150,56,Running,17,454,129,7050,13.42,High,5.3,1.9,3961,83,38.4,28.5,Tired,Neutral
2705,59,Other,177,80,HIIT,13,608,176,11414,13.18,Medium,9.6,1.9,3354,52,38.4,28.5,Neutral,Energized
2706,25,Male,168,53,Strength,57,660,103,10512,0.86,Medium,7.3,1.9,3469,70,38.4,28.5,Tired,Neutral
2707,38,Other,193,76,Yoga,11,584,167,14840,4.18,Medium,5.1,1.9,3952,74,38.4,28.5,Tired,Neutral
2708,31,Other,151,118,Cardio,43,776,108,6933,4.9,Medium,5.3,1.9,1974,87,38.4,28.5,Tired,Neutral
2709,31,Male,180,86,Strength,51,298,128,7228,2.63,Medium,9.3,1.9,3426,87,38.4,28.5,Tired,Neutral
2710,53,Male,185,88,Strength,92,660,152,19814,3.04,Low,9.0,1.9,3217,76,38.4,28.5,Happy,Energized
2711,55,Male,169,59,Cardio,51,996,131,15696,3.75,High,7.3,1.9,2397,76,38.4,28.5,Tired,Energized
2712,33,Other,174,88,Strength,87,533,177,7619,7.07,Medium,4.9,1.9,3325,82,38.4,28.5,Neutral,Fatigued
2713,57,Male,192,56,Running,119,948,112,15055,13.96,High,8.6,1.9,3347,56,38.4,28.5,Stressed,Energized
2714,37,Male,163,69,Strength,69,629,95,17150,8.34,Low,6.9,1.9,1603,57,38.4,28.5,Stressed,Fatigued
2715,35,Female,154,86,Yoga,11,828,167,15568,7.74,Low,6.0,1.9,2458,72,38.4,28.5,Happy,Neutral
2716,39,Other,172,81,Running,17,927,85,7264,9.11,Medium,6.6,1.9,3767,53,38.4,28.5,Neutral,Fatigued
2717,57,Female,164,76,Cycling,62,184,166,14516,11.12,High,5.9,1.9,3918,56,38.4,28.5,Neutral,Fatigued
2718,32,Female,165,87,HIIT,93,181,89,14817,5.37,Low,8.8,1.9,3559,62,38.4,28.5,Stressed,Fatigued
2719,57,Other,193,86,Yoga,26,182,95,2635,11.52,Medium,10.0,1.9,3474,73,38.4,28.5,Happy,Energized
2720,57,Male,174,113,HIIT,73,105,94,14387,11.45,Low,10.0,1.9,1669,58,38.4,28.5,Happy,Fatigued
2721,48,Male,199,58,Cardio,70,120,179,4598,11.06,Low,8.3,1.9,1812,68,38.4,28.5,Stressed,Neutral
2722,38,Female,198,54,Yoga,54,246,94,10706,10.89,Medium,8.8,1.9,3277,67,38.4,28.5,Stressed,Neutral
2723,24,Male,171,91,Cardio,35,207,174,13990,14.45,Medium,8.6,1.9,3292,82,38.4,28.5,Neutral,Energized
2724,44,Female,199,74,HIIT,54,761,95,8621,6.59,Medium,8.4,1.9,1802,65,38.4,28.5,Neutral,Neutral
2725,27,Male,151,82,HIIT,68,729,118,4230,14.44,Low,6.9,1.9,1662,80,38.4,28.5,Neutral,Fatigued
2726,39,Male,161,116,HIIT,92,111,145,16016,1.83,Medium,9.6,1.9,3449,75,38.4,28.5,Tired,Neutral
2727,53,Female,181,107,Yoga,82,498,135,7225,11.77,Low,6.5,1.9,1622,59,38.4,28.5,Tired,Energized
2728,18,Female,188,111,Running,61,930,94,17746,12.02,Low,4.9,1.9,3048,70,38.4,28.5,Tired,Neutral
2729,51,Male,199,93,Yoga,69,523,136,5330,9.63,Medium,4.8,1.9,2595,79,38.4,28.5,Neutral,Neutral
2730,52,Other,162,119,Cardio,29,762,115,11666,14.46,Medium,5.5,1.9,2379,69,38.4,28.5,Happy,Fatigued
2731,43,Other,183,103,HIIT,56,810,154,5046,4.11,Low,6.8,1.9,3475,70,38.4,28.5,Tired,Neutral
2732,34,Other,194,95,Yoga,36,585,134,6695,11.48,Medium,9.7,1.9,1912,65,38.4,28.5,Tired,Fatigued
2733,24,Female,167,108,Strength,15,890,157,19757,4.75,Medium,4.4,1.9,2045,56,38.4,28.5,Stressed,Energized
2734,33,Female,184,101,Strength,62,917,152,9875,2.1,High,5.5,1.9,3901,74,38.4,28.5,Stressed,Neutral
2735,23,Female,171,96,Running,22,457,125,16659,8.56,Low,7.6,1.9,2722,71,38.4,28.5,Tired,Neutral
2736,38,Female,191,111,HIIT,89,444,107,9250,10.68,Medium,4.9,1.9,2859,61,38.4,28.5,Neutral,Energized
2737,59,Female,169,51,Cardio,103,382,105,18422,2.18,High,9.4,1.9,2405,74,38.4,28.5,Stressed,Neutral
2738,38,Male,194,99,Running,109,303,177,2424,6.32,Medium,9.2,1.9,3898,70,38.4,28.5,Neutral,Fatigued
2739,25,Other,181,101,Cycling,49,191,119,16460,13.15,Low,6.9,1.9,2198,68,38.4,28.5,Stressed,Neutral
2740,29,Other,154,57,HIIT,45,198,103,7035,7.06,High,7.7,1.9,1611,66,38.4,28.5,Stressed,Fatigued
2741,30,Male,164,116,Strength,13,492,154,15573,1.05,High,9.7,1.9,1983,54,38.4,28.5,Stressed,Energized
2742,48,Male,157,78,Running,82,211,127,12351,9.25,High,8.5,1.9,2296,53,38.4,28.5,Tired,Fatigued
2743,18,Female,163,114,Running,80,501,82,4167,12.69,Low,5.3,1.9,2436,66,38.4,28.5,Stressed,Fatigued
2744,43,Female,151,66,Cardio,97,805,131,11287,6.26,Low,6.0,1.9,3176,88,38.4,28.5,Tired,Neutral
2745,53,Other,160,60,Yoga,85,122,132,9610,1.06,Medium,6.0,1.9,2438,83,38.4,28.5,Happy,Fatigued
2746,54,Male,180,99,Cardio,93,517,121,11970,3.79,Low,6.9,1.9,2519,73,38.4,28.5,Neutral,Energized
2747,33,Other,153,81,Yoga,57,308,115,4681,12.55,Medium,8.3,1.9,3896,85,38.4,28.5,Neutral,Energized
2748,22,Female,164,71,Yoga,117,836,150,16537,11.6,High,5.3,1.9,1942,87,38.4,28.5,Happy,Fatigued
2749,33,Other,161,64,Cycling,88,122,171,6332,9.14,Low,9.3,1.9,1830,79,38.4,28.5,Happy,Neutral
2750,57,Other,157,104,Running,59,511,174,4200,8.61,Low,4.7,1.9,3575,83,38.4,28.5,Stressed,Neutral
2751,54,Other,191,99,HIIT,54,734,89,19215,5.65,Low,4.3,1.9,2610,59,38.4,28.5,Tired,Fatigued
2752,18,Male,192,58,Cardio,74,627,122,13722,7.46,Low,6.2,1.9,2313,61,38.4,28.5,Stressed,Energized
2753,50,Male,176,113,Strength,14,632,84,1706,5.59,High,8.1,1.9,2151,83,38.4,28.5,Happy,Energized
2754,32,Other,160,60,Yoga,80,987,120,9525,8.03,High,9.6,1.9,2670,50,38.4,28.5,Neutral,Fatigued
2755,21,Female,160,101,Cardio,64,864,118,14127,3.94,High,5.3,1.9,2382,84,38.4,28.5,Tired,Neutral
2756,34,Other,189,117,Yoga,18,928,173,18733,5.88,High,4.1,1.9,2830,59,38.4,28.5,Tired,Neutral
2757,35,Male,183,76,Strength,100,378,138,9010,2.67,High,6.2,1.9,1672,87,38.4,28.5,Stressed,Energized
2758,35,Other,173,106,Cycling,26,558,100,6893,6.45,High,5.6,1.9,2412,88,38.4,28.5,Tired,Fatigued
2759,37,Other,190,56,Cycling,101,237,143,6032,6.51,Low,8.4,1.9,3174,70,38.4,28.5,Tired,Fatigued
2760,56,Male,163,112,HIIT,45,445,154,13033,2.9,Low,9.6,1.9,3080,65,38.4,28.5,Tired,Neutral
2761,20,Other,169,101,Cycling,51,819,147,19596,13.55,Low,7.0,1.9,2765,54,38.4,28.5,Stressed,Energized
2762,26,Female,155,104,HIIT,83,577,108,6718,14.07,Low,7.4,1.9,1953,60,38.4,28.5,Tired,Neutral
2763,40,Male,153,116,Yoga,74,733,128,7739,14.82,Low,6.9,1.9,3603,67,38.4,28.5,Tired,Fatigued
2764,21,Other,195,53,Cycling,13,289,82,12338,9.95,Low,8.6,1.9,3653,63,38.4,28.5,Neutral,Energized
2765,52,Male,179,87,Yoga,112,740,95,3790,6.29,Low,4.3,1.9,3230,71,38.4,28.5,Tired,Energized
2766,44,Female,191,83,Cardio,55,514,170,17377,8.02,High,5.1,1.9,2722,51,38.4,28.5,Neutral,Neutral
2767,48,Female,198,92,Cardio,89,609,104,3365,3.63,Medium,7.4,1.9,2319,79,38.4,28.5,Happy,Energized
2768,32,Male,154,89,HIIT,15,263,106,1390,7.51,High,9.0,1.9,2779,87,38.4,28.5,Neutral,Fatigued
2769,53,Other,198,71,HIIT,108,910,152,16960,9.5,Medium,8.4,1.9,3569,61,38.4,28.5,Stressed,Fatigued
2770,46,Male,156,79,Cardio,73,478,80,6607,4.52,High,5.1,1.9,1906,65,38.4,28.5,Neutral,Fatigued
2771,19,Female,164,65,Running,33,851,144,13574,12.71,High,4.5,1.9,3145,84,38.4,28.5,Stressed,Energized
2772,28,Male,167,88,Yoga,36,465,176,2378,13.24,Low,5.0,1.9,1675,50,38.4,28.5,Tired,Fatigued
2773,19,Other,182,107,Cycling,54,551,107,1732,7.08,High,6.4,1.9,2664,52,38.4,28.5,Tired,Energized
2774,35,Female,164,90,Yoga,70,444,104,1673,10.33,Medium,6.6,1.9,2934,52,38.4,28.5,Tired,Energized
2775,36,Female,185,65,Strength,85,875,107,18913,2.38,Medium,8.6,1.9,2141,84,38.4,28.5,Tired,Fatigued
2776,35,Other,184,54,Yoga,10,621,80,11283,1.68,Low,8.6,1.9,3563,86,38.4,28.5,Neutral,Neutral
2777,30,Male,190,97,Cardio,79,157,97,3965,8.74,High,8.7,1.9,3475,55,38.4,28.5,Happy,Neutral
2778,24,Male,173,87,Cardio,96,783,144,19808,3.14,Medium,6.1,1.9,1596,89,38.4,28.5,Stressed,Energized
2779,32,Female,152,58,Cardio,34,206,164,6442,4.16,Medium,8.6,1.9,3329,85,38.4,28.5,Tired,Fatigued
2780,41,Male,166,113,Running,115,592,105,8360,3.54,Medium,8.5,1.9,1679,50,38.4,28.5,Neutral,Fatigued
2781,54,Other,161,115,Yoga,65,384,171,17288,5.44,High,8.3,1.9,2537,77,38.4,28.5,Tired,Energized
2782,45,Other,156,50,Cycling,22,849,177,19476,12.02,Low,5.3,1.9,3680,54,38.4,28.5,Happy,Energized
2783,54,Female,157,73,Running,20,782,137,13652,10.17,Medium,4.9,1.9,3493,61,38.4,28.5,Happy,Neutral
2784,45,Other,159,106,Running,19,380,162,18671,14.38,Low,7.8,1.9,3327,56,38.4,28.5,Happy,Fatigued
2785,18,Female,191,56,HIIT,81,853,169,18570,1.38,High,6.1,1.9,3307,78,38.4,28.5,Tired,Energized
2786,46,Male,167,85,Cardio,113,226,102,3662,13.44,Low,5.4,1.9,3011,80,38.4,28.5,Tired,Neutral
2787,59,Other,185,57,Yoga,111,995,97,1917,3.04,High,6.2,1.9,2558,61,38.4,28.5,Happy,Fatigued
2788,20,Other,167,89,Yoga,86,268,143,6440,8.35,Medium,4.9,1.9,2288,50,38.4,28.5,Happy,Fatigued
2789,42,Female,167,62,Cardio,40,866,100,3620,10.17,Medium,6.2,1.9,3013,86,38.4,28.5,Neutral,Fatigued
2790,29,Male,187,59,Running,34,869,167,5472,6.26,High,4.8,1.9,3946,58,38.4,28.5,Stressed,Fatigued
2791,35,Male,151,71,Strength,82,498,82,7801,11.49,High,5.9,1.9,2207,85,38.4,28.5,Neutral,Neutral
2792,21,Male,182,63,Running,45,549,178,8844,8.91,Low,6.4,1.9,3985,70,38.4,28.5,Happy,Energized
2793,53,Other,172,94,Yoga,101,326,171,2380,6.81,High,7.7,1.9,1867,50,38.4,28.5,Happy,Energized
2794,24,Other,197,115,Cycling,116,696,104,5880,2.66,Medium,9.4,1.9,1518,58,38.4,28.5,Neutral,Energized
2795,58,Other,199,72,Strength,56,981,179,1148,7.68,Low,9.1,1.9,2142,75,38.4,28.5,Tired,Fatigued
2796,51,Male,172,118,Cycling,61,663,171,13469,9.91,High,8.2,1.9,3666,70,38.4,28.5,Neutral,Fatigued
2797,19,Male,154,79,Running,89,593,130,12361,13.59,Low,9.4,1.9,3901,74,38.4,28.5,Happy,Neutral
2798,54,Other,167,62,Running,117,183,133,8313,11.74,High,7.8,1.9,3908,58,38.4,28.5,Happy,Fatigued
2799,50,Female,185,116,Cycling,22,204,130,2751,13.15,High,6.5,1.9,2433,55,38.4,28.5,Happy,Energized
2800,25,Male,184,87,Cycling,85,982,162,3893,7.43,High,6.2,1.9,3782,60,38.4,28.5,Happy,Fatigued
2801,49,Male,163,77,Cycling,104,623,148,9980,5.44,High,7.6,1.9,3166,53,38.4,28.5,Neutral,Fatigued
2802,59,Female,174,105,Cardio,103,681,107,5603,6.68,High,9.4,1.9,1709,64,38.4,28.5,Neutral,Neutral
2803,18,Male,160,118,Strength,101,371,81,8343,4.56,High,6.9,1.9,2588,65,38.4,28.5,Happy,Neutral
2804,39,Male,171,111,Cardio,21,600,160,18778,7.6,Low,5.1,1.9,2173,73,38.4,28.5,Tired,Fatigued
2805,34,Male,169,52,HIIT,89,314,129,6745,0.53,Low,4.8,1.9,1944,66,38.4,28.5,Neutral,Neutral
2806,44,Other,179,118,Strength,56,484,167,8868,5.64,Medium,6.8,1.9,2904,72,38.4,28.5,Neutral,Fatigued
2807,38,Other,151,51,Cardio,113,950,151,11109,9.96,Medium,7.4,1.9,3412,82,38.4,28.5,Happy,Neutral
2808,46,Male,167,94,Cardio,119,214,110,12047,10.75,Medium,8.5,1.9,2299,68,38.4,28.5,Neutral,Energized
2809,55,Female,184,55,Yoga,44,764,109,3186,10.86,Medium,4.5,1.9,1876,59,38.4,28.5,Stressed,Fatigued
2810,41,Female,179,52,Running,37,900,168,1008,8.25,Medium,7.7,1.9,2276,57,38.4,28.5,Tired,Energized
2811,25,Female,180,109,Running,86,896,158,18226,9.93,Low,4.2,1.9,3145,67,38.4,28.5,Happy,Neutral
2812,54,Female,181,116,Running,77,879,99,7017,9.37,High,4.7,1.9,1585,89,38.4,28.5,Tired,Energized
2813,34,Female,173,91,Yoga,10,235,122,16003,6.42,Medium,7.2,1.9,1695,72,38.4,28.5,Happy,Fatigued
2814,28,Other,155,102,Running,96,731,152,11907,6.1,High,4.1,1.9,2708,60,38.4,28.5,Happy,Fatigued
2815,41,Other,155,71,HIIT,43,295,123,4276,2.27,Medium,7.1,1.9,1671,64,38.4,28.5,Stressed,Neutral
2816,56,Female,157,117,Yoga,93,235,81,10596,7.85,Medium,4.2,1.9,2475,68,38.4,28.5,Stressed,Fatigued
2817,35,Female,175,101,Cardio,68,294,83,5212,14.66,Medium,7.0,1.9,2284,55,38.4,28.5,Stressed,Energized
2818,18,Other,172,98,Cardio,75,514,132,12804,6.19,Medium,8.8,1.9,2049,53,38.4,28.5,Neutral,Fatigued
2819,25,Male,178,110,Running,51,286,154,3746,14.32,Low,7.6,1.9,2306,66,38.4,28.5,Stressed,Neutral
2820,54,Other,151,55,Cycling,68,257,156,7274,9.15,Medium,6.6,1.9,3509,86,38.4,28.5,Neutral,Energized
2821,23,Other,161,109,HIIT,102,902,157,6368,8.2,High,8.0,1.9,1904,83,38.4,28.5,Tired,Neutral
2822,55,Male,164,78,Strength,15,704,131,15199,13.83,Low,8.7,1.9,1790,66,38.4,28.5,Neutral,Neutral
2823,39,Female,158,110,Yoga,62,779,128,13012,4.64,High,8.1,1.9,1526,84,38.4,28.5,Neutral,Energized
2824,59,Other,199,118,Cardio,41,647,136,10430,7.73,Medium,8.5,1.9,3823,59,38.4,28.5,Neutral,Energized
2825,45,Female,179,65,Strength,48,448,132,13275,5.3,High,8.5,1.9,2238,69,38.4,28.5,Neutral,Neutral
2826,57,Male,196,69,HIIT,69,633,172,9822,8.36,High,9.8,1.9,3276,60,38.4,28.5,Stressed,Fatigued
2827,42,Male,171,80,Running,45,658,141,3617,9.32,High,6.9,1.9,3506,70,38.4,28.5,Stressed,Energized
2828,31,Female,168,69,HIIT,30,220,108,15749,5.72,Medium,7.0,1.9,2011,58,38.4,28.5,Tired,Fatigued
2829,20,Female,162,52,Running,90,925,81,4827,9.83,Low,4.3,1.9,2229,84,38.4,28.5,Neutral,Fatigued
2830,44,Male,151,107,Strength,101,579,173,17426,9.51,Medium,10.0,1.9,2969,65,38.4,28.5,Neutral,Fatigued
2831,59,Female,154,95,HIIT,51,181,111,18665,13.42,High,5.3,1.9,2674,62,38.4,28.5,Tired,Neutral
2832,45,Male,183,61,Strength,54,535,137,16611,10.59,Medium,4.6,1.9,2922,75,38.4,28.5,Stressed,Neutral
2833,38,Other,158,82,Cardio,66,623,171,1258,14.25,High,8.4,1.9,1591,75,38.4,28.5,Stressed,Neutral
2834,19,Male,151,96,Cycling,89,508,99,7827,11.63,Low,9.6,1.9,2954,81,38.4,28.5,Tired,Energized
2835,46,Other,192,88,Strength,104,988,117,13322,10.0,Low,9.5,1.9,3082,75,38.4,28.5,Neutral,Fatigued
2836,47,Female,156,118,Running,70,262,166,11053,2.22,High,7.3,1.9,2994,58,38.4,28.5,Happy,Energized
2837,28,Other,194,80,Cycling,57,396,178,15602,5.52,Medium,9.7,1.9,2146,79,38.4,28.5,Stressed,Fatigued
2838,33,Female,173,69,Running,93,506,141,6550,13.11,Medium,7.7,1.9,3561,72,38.4,28.5,Tired,Neutral
2839,47,Other,189,68,Running,44,679,94,12740,0.78,Medium,6.0,1.9,2042,54,38.4,28.5,Tired,Energized
2840,51,Other,182,97,Strength,87,661,172,18558,0.55,Medium,9.1,1.9,3266,86,38.4,28.5,Stressed,Fatigued
2841,47,Other,151,70,Cycling,66,170,129,7576,9.46,Low,5.2,1.9,2621,73,38.4,28.5,Stressed,Neutral
2842,44,Other,156,80,HIIT,45,668,113,1791,9.29,Medium,4.5,1.9,3216,72,38.4,28.5,Neutral,Fatigued
2843,30,Other,163,111,Strength,67,477,134,7843,8.04,Medium,9.4,1.9,3744,81,38.4,28.5,Neutral,Energized
2844,38,Male,166,63,Running,71,430,118,11732,1.63,High,5.4,1.9,3708,75,38.4,28.5,Tired,Fatigued
2845,33,Male,165,61,HIIT,45,700,93,6240,9.1,High,9.0,1.9,2921,67,38.4,28.5,Neutral,Neutral
2846,28,Other,180,87,Yoga,52,129,122,15753,14.58,Low,6.0,1.9,2497,83,38.4,28.5,Neutral,Fatigued
2847,18,Female,150,63,Strength,61,803,121,19610,14.76,Medium,7.8,1.9,3898,56,38.4,28.5,Happy,Fatigued
2848,49,Male,154,70,Cardio,29,732,166,8027,4.1,Low,7.0,1.9,1827,58,38.4,28.5,Tired,Neutral
2849,35,Female,158,98,HIIT,71,691,83,18580,6.78,High,5.8,1.9,1925,72,38.4,28.5,Tired,Energized
2850,50,Female,165,105,Strength,117,153,144,15336,4.88,High,7.2,1.9,2054,89,38.4,28.5,Tired,Fatigued
2851,25,Other,166,69,Yoga,102,494,148,7943,9.92,High,8.3,1.9,1921,89,38.4,28.5,Happy,Energized
2852,19,Other,168,66,Cardio,31,977,148,6063,10.65,Low,5.6,1.9,3718,72,38.4,28.5,Happy,Neutral
2853,25,Male,191,103,Strength,67,428,85,1092,9.48,High,4.0,1.9,3910,78,38.4,28.5,Neutral,Fatigued
2854,37,Female,155,60,Yoga,51,117,132,1321,7.27,Medium,8.4,1.9,1542,75,38.4,28.5,Neutral,Fatigued
2855,35,Male,183,82,Yoga,10,895,141,5007,7.59,High,9.3,1.9,2109,50,38.4,28.5,Neutral,Fatigued
2856,41,Other,189,70,Cardio,53,321,148,10637,8.92,Low,9.8,1.9,2956,70,38.4,28.5,Tired,Energized
2857,56,Other,195,103,Cardio,91,927,81,7684,13.39,High,4.2,1.9,2710,79,38.4,28.5,Tired,Energized
2858,42,Male,197,64,HIIT,69,450,143,19693,5.01,Medium,6.9,1.9,3674,58,38.4,28.5,Neutral,Energized
2859,51,Male,161,107,Cycling,23,996,101,9199,11.61,Medium,9.3,1.9,1905,71,38.4,28.5,Neutral,Neutral
2860,40,Female,199,108,Cardio,48,578,159,11620,4.89,Medium,8.3,1.9,2137,81,38.4,28.5,Neutral,Energized
2861,56,Other,172,88,Yoga,103,727,131,4975,9.09,High,8.2,1.9,3232,57,38.4,28.5,Tired,Neutral
2862,48,Other,175,112,Yoga,71,925,136,7020,2.38,Low,5.5,1.9,3274,58,38.4,28.5,Neutral,Neutral
2863,38,Male,173,82,Cycling,13,590,100,17600,9.61,Low,9.1,1.9,3483,62,38.4,28.5,Tired,Fatigued
2864,29,Other,161,117,Cycling,54,408,173,8288,11.44,Medium,4.3,1.9,1631,75,38.4,28.5,Happy,Fatigued
2865,34,Other,164,85,Cycling,80,216,104,2649,6.38,Low,5.5,1.9,3048,67,38.4,28.5,Tired,Energized
2866,34,Other,170,101,Running,77,990,167,2060,3.96,High,9.1,1.9,2296,62,38.4,28.5,Happy,Neutral
2867,39,Other,153,116,HIIT,78,652,164,5248,1.72,Low,4.8,1.9,2578,50,38.4,28.5,Neutral,Neutral
2868,46,Female,172,115,Running,39,468,88,8404,14.08,Low,7.4,1.9,3504,85,38.4,28.5,Tired,Fatigued
2869,47,Female,174,96,Cycling,67,796,164,11095,9.45,High,7.1,1.9,2500,79,38.4,28.5,Stressed,Fatigued
2870,24,Other,195,99,Running,16,290,152,13293,4.38,High,9.1,1.9,1890,55,38.4,28.5,Neutral,Energized
2871,36,Female,197,103,HIIT,64,104,162,15415,8.29,Low,6.4,1.9,3184,57,38.4,28.5,Stressed,Neutral
2872,31,Other,193,61,HIIT,86,249,126,9250,9.96,High,9.8,1.9,2116,87,38.4,28.5,Stressed,Fatigued
2873,46,Other,152,75,Running,69,898,94,13920,11.32,High,6.7,1.9,1866,70,38.4,28.5,Stressed,Fatigued
2874,40,Female,151,106,Cycling,56,741,89,15958,5.54,Medium,7.7,1.9,3649,86,38.4,28.5,Happy,Energized
2875,53,Male,158,78,Yoga,46,494,178,8653,8.05,High,4.5,1.9,1734,58,38.4,28.5,Neutral,Neutral
2876,42,Female,171,87,HIIT,83,615,106,12571,6.71,Low,6.1,1.9,2741,52,38.4,28.5,Happy,Neutral
2877,51,Male,164,95,Cycling,84,162,100,9778,8.21,High,6.8,1.9,3844,54,38.4,28.5,Tired,Energized
2878,25,Other,179,111,Cardio,79,602,161,14616,14.67,Low,7.1,1.9,2774,72,38.4,28.5,Happy,Energized
2879,26,Female,180,65,HIIT,102,666,132,12579,8.11,Low,4.5,1.9,2594,56,38.4,28.5,Neutral,Energized
2880,22,Male,151,110,Cardio,90,349,164,19471,12.06,Medium,7.4,1.9,3288,51,38.4,28.5,Neutral,Neutral
2881,27,Male,194,105,Cardio,56,750,119,4312,3.04,Low,9.9,1.9,1694,58,38.4,28.5,Tired,Neutral
2882,59,Female,198,68,Yoga,96,735,138,5665,2.59,Medium,8.1,1.9,3640,88,38.4,28.5,Happy,Fatigued
2883,42,Other,196,81,HIIT,57,457,133,18337,10.97,Low,5.8,1.9,2703,75,38.4,28.5,Neutral,Neutral
2884,20,Male,154,70,Running,64,373,116,2672,10.68,Low,9.1,1.9,1796,67,38.4,28.5,Stressed,Energized
2885,29,Female,191,52,HIIT,104,758,152,15706,10.43,High,4.4,1.9,2922,60,38.4,28.5,Neutral,Neutral
2886,22,Other,194,102,Cardio,95,414,167,9580,12.96,Low,7.9,1.9,2567,61,38.4,28.5,Neutral,Energized
2887,57,Male,172,52,Running,94,170,169,15381,13.82,High,5.4,1.9,2231,78,38.4,28.5,Happy,Neutral
2888,43,Female,166,89,Running,53,787,142,4526,2.56,Low,7.3,1.9,2955,70,38.4,28.5,Tired,Neutral
2889,57,Female,151,54,Yoga,108,626,122,12905,13.82,Low,4.5,1.9,2908,59,38.4,28.5,Neutral,Fatigued
2890,24,Other,156,65,Cycling,75,413,150,14187,1.53,Medium,5.9,1.9,2014,70,38.4,28.5,Tired,Fatigued
2891,34,Other,151,57,Yoga,17,570,141,10627,7.94,Low,8.3,1.9,1834,83,38.4,28.5,Tired,Fatigued
2892,20,Female,173,82,Cardio,119,377,170,12499,6.56,High,9.4,1.9,2082,88,38.4,28.5,Tired,Energized
2893,22,Female,159,119,Yoga,43,983,128,8645,14.27,Medium,7.7,1.9,3992,72,38.4,28.5,Tired,Energized
2894,37,Other,186,52,HIIT,18,814,159,5623,6.36,Low,9.1,1.9,2764,50,38.4,28.5,Tired,Energized
2895,19,Other,150,98,Strength,88,623,93,16645,14.75,Medium,6.4,1.9,3097,78,38.4,28.5,Neutral,Neutral
2896,27,Male,179,99,Yoga,71,845,175,16648,3.41,Low,4.7,1.9,3530,72,38.4,28.5,Neutral,Energized
2897,28,Male,180,98,Cardio,113,998,101,9516,6.39,Low,4.7,1.9,3543,88,38.4,28.5,Neutral,Fatigued
2898,32,Male,187,76,Strength,101,579,130,2544,12.81,High,4.2,1.9,2781,68,38.4,28.5,Stressed,Neutral
2899,18,Female,197,66,HIIT,69,745,153,3034,4.65,Medium,7.4,1.9,2091,50,38.4,28.5,Tired,Neutral
2900,45,Male,188,79,Strength,15,466,154,13914,1.5,High,4.1,1.9,3231,58,38.4,28.5,Stressed,Neutral
